text,happy,depressed,surprised,angry,neutral
너는 그 접촉사고 이런 거만 나보고 차 큰 사고는 나 본 적 없지?,0,0,0,0,1
"아 드러워, 어.",0,0,0,1,0
응 그래서 내가 그냥.,0,0,0,0,1
난 많지 엄청 많지.,0,0,0,0,1
그래서 눈빛으로 이게 뭔 소리지? 아 진짜 이상한 소리가 나는 거야 이게 뭔 소리지 하고서 우리 둘이 동시에 뒤를 돌아봤어 이렇게.,0,0,0,0,1
형 아까 영상에 몇 개 정도 접으셨어요? l/,1,0,0,0,0
예 사실 기억이 잘 안 날뿐이지.,1,0,0,0,0
그거 그 혹시 안 봤어 허수아비로 해가지고.,0,0,0,0,1
너 안 자르고 오면 자기가 밀어 버리겠다고 하는 거야.,0,0,0,0,1
어 근데 몰르더라고 그래 갖고 막 하악 대고 막 쓰 뛰어댕기면서 막 물고 막 그래서 나 병원 갔다 왔잖아 동물 병원. ,0,0,0,0,1
맞아 아주머니 개 웃겨 너무 웃겨.,1,0,0,0,0
뭐 흘렸었는데 근데?,1,0,0,0,0
화물차 이게 그니까 봤을 때는 그 점검을 제대로 안 한거 같애.,0,0,0,0,1
 그리고 아랫사람들한테는 잘해주려고 했고.,0,0,0,0,1
l/ 그래서 결국 갔는데 얘는 취해가지고 이제 막  제대도 안 하고 사과도 안 하고 하길래 그냥 아 오늘은 취했으니까 그냥 내일 얘기하자 해서 내일 얘기를 하는데 그때도 이제 제대로 사과를 안 하는 거야.,0,0,0,1,0
"걔는 이는 안 가는 친군데 이제 코, 뭐지 그 예전에 코 수술을 했어야 됐는데 수술 안 해가지고 뭐 그게 약간 병적으로 뭐 코를 고는 게 있나 봐.",0,0,0,0,1
 그치 몰랐지.,0,1,0,0,0
 그럼 따지고보면 언니도 자고 있는데 내가 언니 잔다 이러면 나 안 자. l/,0,0,0,0,1
" 근데 이유도 어이없이 헤어졌어, 그냥 남자애가 그냥 갑자기 방학하자마자 우리 헤어지자 이런 거야.",0,0,0,0,1
CC였는데 걔네가 헤어졌는데.,0,0,0,0,1
"공항에서, 중국 공항에서.",0,0,0,0,1
  이게 뭔가.,1,0,0,0,0
 너가 생각했을 때 너 자신이 꼰대인 거 같아 안 같아?,0,0,0,0,1
" 아 심하게 꼰대네, 너.",0,0,0,0,1
"나도, 너무 슬퍼.",0,1,0,0,0
이제 여러 가지 프로그램도 하면서 막 이렇게 하다 보니까 이제 미담들이 막 쏟아져 나오고 막 모르는 주변 사람들까지 챙기고 그니까 약간 예능 프로가 성공을 하려면 그런 진짜 사람의 면목도 좀 필요한 거 같다는 생각이 많이 들더라고요.,0,0,0,0,1
어 그게 그게 왜?,0,0,0,0,1
어떤 일단 로봇을 제외 어떤 생명체는 겁을 주거나 위협을 하면 무서워하고 심지어 강아지는 학습을 하지 않잖아요.,0,0,0,0,1
"형님은 뭐 어떻게, 예.",0,0,0,0,1
음 다 판 거 같애 그냥 자기가 필요 없다 생각하는 거는 다 팔아버린 거 같애.,0,0,0,0,1
나는 나는 나는 연상이 좋더라고.,0,0,0,0,1
l/ 그 정도 코골이면은 가능할 수도 있다고 본다.,1,0,0,0,0
내가 다 잘했으면 어 그러니깐요.,0,0,0,0,1
"그러니까 같이 자기 능력 되고 갈 수 있긴 한데 약간 어 우리나라에 있는 여성분들은 뭐 아닌 분들도 물론 더 많지만 살짝 이게 차별받고 오신, 얀 옛날부터 약간 차별받아가지고 그런 분들이 많다 보니깐 어 점점점 그게 내려오면서 거기에 대해서 마음이 되게 아프신 분들이 많더라고.",0,0,0,0,1
"그 금, 금발 휘날리는 그 사람?",1,0,0,0,0
아 근데 면도기도 저 할아버지가  그걸 떼네고 다시 쓰려고 하고 생각하는 거 보면은 아 l/ 어 버리고 새 거 쓸 텐데. l/,1,0,0,0,0
어 지금만 해도 코로나 때문에 어 뭐 재택근무가 당연시되고 있는 회사들도 있는데 그럼 출근 안 한다고 뭐라고 할 거야?,0,0,0,0,1
어 정말 아버지가 돈 씀씀이가 크셨거든?,0,0,0,0,1
아아아 맞아 맞아요 확실히  이게 군필자들에 대한 그런 것들이 요즘 뜨는 거 같긴 해요.,0,0,0,0,1
초등학교 때?,1,0,0,0,0
전소민 안 나왔던 반 알지.,0,0,0,0,1
근데 나 솔직히 나 그거 굉장히 불편하거든. l/,1,0,0,0,0
"근데 사람들 그러잖아, 막 AI는 아니지만 동물 같은 경우 자기 동생이라 얘기 하라고 하는데  과연 로봇은 내 동생이라 들 들 거라고 생각은 안 들 거 같애.",0,0,0,0,1
어 그렇게 끈질지게 뭔가 이렇게 할려고 하는 근성은 그래도 좀 닮은 거 같애.,0,0,0,0,1
그게 꼰대지 아.,1,0,0,0,0
어어 어 맞아 그거는 예능이야 그냥.,1,0,0,0,0
 그 나는 참 우리 엄마 김치를 되게 좋아하거든?,0,0,0,0,1
"l/ 나 아줌마, 아니 과일 장사 과일 장사.",1,0,0,0,0
어 우리 아빠는 우리 아빤 안 치워.,0,0,0,0,1
그리고 내가 봤을 때에도 뭔가 자기만의 그런  생각에 사로잡힌 사람들은 정신과로 병원 가서 진짜 상담을 받아보고 자기가 잘못됐다라는 거를 먼저 인식하는 게 먼저 맞는 거 같애.,0,0,0,1,0
어 그거 엄청 슬퍼.,0,1,0,0,0
 나 몰랐지?,0,0,0,0,1
어 l/ 아 근데 진짜 없었어.,1,0,0,0,0
 막 이렇게 한 적도 있고 막 뭐 꿈에서 막 게임도 했었나 봐요.,1,0,0,0,0
그 포항인가?,0,0,0,0,1
그것도 어 그러지.,0,0,0,0,1
뭔가 그런 거 자주 있지 않아?,0,0,0,0,1
아 그냥 싸서 먹어?,0,0,0,0,1
 우리가 지금까지 뭐 뭐 인간과 다른 로봇을 만들 수 있는 기술력이 있다고 하는데 이제 그 감정은 구현을 할 수가 없다고 하잖아.,0,0,0,0,1
나도 들어본 적은 없는 거 같애.,0,0,0,0,1
아 폭력을 쓴다고?,0,0,0,0,1
l/ 난 예전에는 침대에서 막 굴러다녔어.,0,0,0,0,1
 아 과일  안 먹는다고.,1,0,0,0,0
나 최근에 영화 이런 거 봤는데?,0,0,0,0,1
그거를 그대로 닮아서 형부가 그렇게 할까 봐 좀 걱정스럽기는 해.,0,0,0,0,1
"l/ 아 게임은 해야 돼, 그래도? l/",1,0,0,0,0
근데 우리도 홍수가 나서 경험해 봤듯이 본능적으로 살려고 막 하잖아.,0,0,0,0,1
거리가 거리가 중요한 거 같애.,0,0,0,0,1
뭐 추억은 딱히 없는데 그냥 나는 그냥 아버지만 봐도 살짝 울컥하는 게 뭐 자기 몸이 어떻든 막 힘들든 아프든 막 스트레스 받든 막 그냥 꾹 참고 막 우리 먹여 살리려고 이제 출근을 하고 막 일을 열심히 하잖아.,0,1,0,0,0
중앙 중앙동에서?,0,0,0,0,1
그래서 코 고나?,0,0,0,0,1
l/ 그거 안 망했나?,1,0,0,0,0
그래서 모르는 거 있어도 그냥 혼자 해보고 안되면 그냥 포기하고.,0,0,0,0,1
근데 갑자기 중량 달고 하면서 그거 잡고 막 이렇게 막 해.,1,0,0,0,0
아아 그치 그건 맞지 약간.,0,0,0,0,1
근데 너도 코골이 심하지?,0,0,0,0,1
아 아아 거침없는 대화.,0,0,0,0,1
그러고 또 우리 주변에 잠버릇 심한 애 있었나?,0,0,0,0,1
" 그니까는 그러고 그러고 면접 보러 가면은 면접 그 면, 그 대상자 그 앞에서 면접 그 면접관들이 진짜 태반이 남자야 태반이 남자, 여자가 진짜 없어.",0,0,0,1,0
 응 그러니까. l/,1,0,0,0,0
 가영이가 행동을 해서.,0,0,0,0,1
한 번 한 번만 나오기 시작하면 쭉 나 계속 계속 엄청 많이 나오니까.,0,0,0,0,1
 그리고 더 어이없었던 게  진짜 그냥 너무 인사도 그러고 청소도 그러고 그냥 전체적으로 뭐만 해도 왜 인사 안 했어 이러고 막 지나가다가 솔직히 인사 못할 수도 있지.,0,0,0,1,0
"그것 때문에 우리 게임도 했잖아, 머리에 포스트잇 붙이고. l/",1,0,0,0,0
 엄마가 끓여주는 거? ,0,0,0,0,1
 아니 그런 일이 있었는데 그때 한 중학교 때였을 거야 아마.,0,0,0,0,1
아 아직도?,0,0,0,0,1
근데 그냥 대부분은 전 전단지 주면서 그냥 말 거는 거 그게 다잖아.,0,0,0,0,1
왜냐면 막 선후배랑 친하게 지냈던 던 적도 솔직히 대학교 와서 처음 겪어 보는 거고 막 주변에 막 어른들이 엄청 꼰대짓을 나한테 했던 적도 딱히 없어 가지고  그나마 그렇게 생각했던 거는 막 복장 문제로  지적할 때?,0,0,0,0,1
" 그래가지고 문과가, 문과 가서 검사를 해라 l/  이러는 거야 나보고 그래가지고 아 네 알겠어요 이러고 이제 나중에 인제 과 선택하고 나서 이과 가니까 이과 가서도 무조건 검사를 해라 l/  이러시는 거야 난 이과를 왔는데 응 그래가지고 그런 것도 해당이 되나?",1,0,0,0,0
l/ 그랬었어.,1,0,0,0,0
흔히 말하는 이제 세대 차이 때문에 그 나는 어느 정도 이해를 하긴 해.,0,0,0,0,1
사랑했으니까. l/,1,0,0,0,0
 제모를 하는데 제모기를 버리고 새로 사야 되는데 그 시  새 거를 깜박하고 못 사가지고 이제 제모를 해야 되는데 제모기가 없는 상황이 된 거예요.,0,0,0,0,1
 내가 옛날에 만났 그니까 비교를 한다면.,0,0,0,0,1
근데 남자는 누구누구 씨.,0,0,0,0,1
너무 좋아.,1,0,0,0,0
"그래갖고 아 뭐냐 그때 여자친구도 둘 다 없어가지고 가고 있는데 그냥 무슨 뭐 설문조사한다고 그런 걸 한 거야, 근데 그날은 진짜 별게 없었어.",1,0,0,0,0
내가 언제? l/,1,0,0,0,0
그 나는 솔직히 엄마라고 안 하고 아빠라고 하거든.,0,0,0,0,1
우리 다 게임하고 있지.,0,0,0,0,1
영상 응 영상 보니까 딱 똑같더라고.,1,0,0,0,0
  그게 어떻 어떤 사람이 얘기 같은 얘기를 해도 일 잘하고 능력 있고 멋있는 사람이 같은 얘길 하면 아  이러는데. l/,1,0,0,0,0
"아니, 맨날은 아니고 피곤할 때 골지, 근데 아예 안 고는 사람은 못 본 거 같애.",0,0,0,0,1
어 홍수 이런 거 많이 나지도 않고 지진도 따지고 보면은 따질 게 그냥 별로 난 적도 별로 없었어.,0,0,0,0,1
근데 이제 김밥 싸는데 이제 볶음밥 같은 거 해줬는데 이제 그거 싸갖고 바꿔 먹으면 막 맛있게 먹었던 기억?,0,0,0,0,1
"무슨 영화 촬영하는데 100, 배우가 100명인가 필요한데 나한테 나와달래.",1,0,0,0,0
l/ 아 그래 아 그래 l/ 어떡하지 엄마.,1,0,0,0,0
그런 거 있어서 되게 새로움을 많이 느꼈어.,0,0,0,0,1
빠르기도 하고 약간 그 감성이 있지 않아?,1,0,0,0,0
내가 저번에도 잘라고 했는데 거기에 애기들 장난감이 너무 많아서 안쪽으로 들어 갈 수 밖에 없었어.,0,0,0,0,1
l/ 그치 코로나는 안 걸렸으면 다행이고 l/ 미국에 있으니까. ,1,0,0,0,0
어 이런 걸 보면서 아 진짜 영화가 현실이 돼가는구나라는 생각을 진짜 많이 하면서 이게 내가 살고 있는 게 조금 뭔가 아 좀 그랬어.,0,1,0,0,0
응  어 나는 딱히 막 내가 필요에 의해서 쓰거나 그렇진 않고 가끔씩 뭐 유튜브 같은 거 볼 때?,0,0,0,0,1
 나 때는 말이야 이거 솔직히 좀 우리나라에서 안 좋게 들리는 표현이긴 한데 그 말 진짜 중요해.,1,0,0,0,0
그래서 아 저 아이 아 대화하고 싶지 않다고 문 닫았거든.,0,0,0,0,1
"l/ 언니나 나나 그래도 집에서 멀, 그니까 집에서 사니까 이렇게 막 엄마 음식이 막 사무치게 그리워보고 막 그런 적이 없잖아.",0,0,0,0,1
으응 l/ 아니 될 수 있지. l/,1,0,0,0,0
그래서 어 정말 그 힘 받고 항상 힘들어도 내가 어머니가 그렇게 말해주시니까 그 힘 덕분에 힘들고 어려움이 있어도 잘 견뎌내고 이겨냈던 거 같애.,0,0,0,0,1
"l/ 그니까 우리 신랑은 한번 씩 이 싸우는 꿈을 꾸니까 소리를 빽빽 질러, 그러면 애들이 깨잖아 근까 잠꼬대야 잠꼬대 소리 나지 그러면 어 하고 또 소리를 낮춰. l/",1,0,0,0,0
"맞아, 그것도 재밌었어.",0,0,0,0,1
" 근데 처음에는 좀 정상적인 설문지였어 뭐 이제 어머니에 대해서 뭐 어떻게 생각하느냐 그런 투표, 그런 느낌 이어가지고  아 그냥 좀 부모님이나 좀 이제 효에 대한 그런 설문조사인 줄 알았어 그래가지고 이제 체크를 하다가  그냥 이제 뭐 정상적으로 체크를 하다가 한 이제 슬슬 뭔가 조금 이상한 질문들이 나오는 거야.",1,0,0,0,0
그래서 누가 코를 곤다하면은 가가지고 막 난 배를 문질러.,0,0,0,0,1
음 불편하다기보다는 저는 좀 그 좀 왔다 갔다를 시간 개념적으로 좀 맞춰서가 안 돼 가지고 일하는 도중에 먹으면 일이 흐름이 끊겨가지고 저는  그래서  그냥 엄마한테 엄마 내가 그냥 알아서 먹을게 하면서 그런 식으로 이제 그렇게 해요.,0,0,0,0,1
 가까운데 그 정도면.,0,0,0,0,1
"근데 맨날 AI가 감정 생겨서 막 주인 죽이고 막 세계 멸망, 지구 정복 이것만 보다가 이런 거  되게 신선하다.",1,0,0,0,0
넌 너는 뭐 일단 보는 거 있어?,0,0,0,0,1
"근데 걔는 진짜 말년 병장이 돼서도 그게 변하지 않더라고, 성격이.",0,0,0,0,1
엄마처럼.,1,0,0,0,0
 그래서 뭔가 그때 한창 그 연애도 하느라 너네랑도 많이 못 놀고 근데 그 사이에서 열명은 찢어지고 약간 이런 식의 인간관계로 인해서 스트레스 받는 게 많았단 말이야?,0,1,0,0,0
"내가 익산에 처음 왔을 때 l/ 버스 시간이 애매해가지고 새벽 한 네, 다섯시에 그 이렇게 버스를 타고 갈려 그랬는데 옆에  계신 같이 기다리던 분이 계셨단 말이야?",1,0,0,0,0
"그거 알지, 길 가다가 모르는 사람이 아 저기요 죄송한데요 하면은 l/ 다 이렇게 그냥 지나간다고  어.",1,0,0,0,0
왜냐면 최근에 이제 아빠 생신이었거든.,0,0,0,0,1
돌아 다녔어.,1,0,0,0,0
우리는 계속 업무인데.,0,0,0,1,0
못 받았지.,0,0,0,1,0
 추석이었는데 어 어머님이 이제 며느리 고생할까 봐 손수 다 명절 음식을 미리 만들어 놓으신 거야.,0,1,0,0,0
 이게 제일 웃겼어.,1,0,0,0,0
군대에서 재밌었던 일은 없지.,0,0,0,0,1
어 그니까 내심 미안하니까 자기 딴에는 어 어 그런 경험이었어 나한테는.,0,0,0,0,1
어어 그 이제 사람들 데리고 와서 그 시키는 거 l/ 어 그거. ,1,0,0,0,0
어 어렸을 때 어 이제 무술 같은 걸 배웠어.,0,0,0,0,1
그 생각이 나면서.,0,0,0,0,1
 되게 또 실감 나게 잘 영상에서 표현돼있어 가지고. ,0,0,0,0,1
"응, 그 교복 입고 걷는 느낌.",0,0,0,0,1
 수연이는 엄마가 해준 음식 중에 기억 남는 거 있었어?,0,0,0,0,1
" 그래서 내가 엄마한테 한 번 말을 했어, 엄마 이렇게 맛없게 해서 내가 밥을 쪼끔 먹나 맛있게 해서 밥을 많이 먹는 게 더 낫지 않겠냐고. l/",0,0,0,0,1
그 영화 같은 거 보면은 자연재해 예를 들으면 지진이나 뭐 쓰나미 그런 걸로 되게 사고가 나서  되게 사람들한테 안 좋은 일 생기고 그런 것들을 되게 많이 봤는데 너는 혹시 뭐 사고 나거나 뭐 그런 적 있어?,0,0,0,0,1
그래가지고 그 몇 번 했는데 또다시 그 다른 프로에서 해병대 나왔다니까 몇 기냐 하니까 공익이시잖아요 이렇게 하더라고. l/,1,0,0,0,0
 지진 한 번 크게 났었거든.,0,0,0,0,1
"응 그래서  거의 중고등학교 때는 진짜 힘들었지, 그냥 어 한 1년, 1년 그냥 지나갈 때마다 선생님한테 모르는 게 있는데 질문을 못하겠는 거야 무서워가지고, 학교 선생님한테도.",0,1,0,0,0
수연이 너는 그거 잠꼬대에 대한 어 수연이 잠꼬대에 대한 경험 없었어?,0,0,0,0,1
다시는 l/ 다시는 응 응 으응.,1,0,0,0,0
아 그럼 밖으로 표현은 하지 않지만 머릿속에서는 생각하고 있다?,0,0,0,0,1
언니 영상 봤어? l/,1,0,0,0,0
"몰라, 그럴 수 있지.",0,0,0,0,1
"어, 진짜 그냥 진짜 논외다 논외, 완전.",0,0,0,0,1
응 한 바퀴 돌고 지금 전집.,0,0,0,0,1
"그니까 이렇게 편집이 들어가잖아, 그게 말이 진짜 많았어.",0,0,0,0,1
그려 맞어 의식은 있잖아 원래.,1,0,0,0,0
아아 7번 국도?,1,0,0,0,0
"우리가 이제 대학교 가고 하니까 나오고서 이제 자, 뭐 자취를 하면서 그냥 맨날 그립다.",1,0,0,0,0
  아빠가 혹시 니네가 썼냐고 하는데 언니도 쓰고 저도 썼었으니까 썼다고 하니까  그 이후로 아빠가 자기 거 제발 쓰지 좀 말라고 얼굴에 자꾸 뭐 난다고 하고 바로 면도날 교체하시고 그 뒤로는  아빠가 아예 안 쓰시는 거 그거 그냥 비상용으로 갖다 놓고 막 그렇게 썼었어요.,0,0,0,0,1
어 화장실 청소한다는 거 그런 거나.,0,0,0,0,1
l/ 그래가지고 깜짝 놀라서 멍하니 바라보다가 깼나 싶어 난 처음에 일어난 줄 알았거든.,1,0,0,0,0
 근데 좀 있다가 뉴스에 뜨는데 이제 경주 그때 막 지진 나고 했다고 포항 쪽에 그러드라고 그래서 그거 보고 와 했는데 벽돌 막 떨어진 거 보고 좀 근데 아직도 경주 지진 안 끝났다 그러드라고.,0,0,0,0,1
어쩔 수 없어.,0,0,0,0,1
"근데 그런 거는 계산이 되는 거잖아, 자기가 파괴된다 안 파괴된다에 그거는 계산이 되는데  이 감정을 가질 수가 있을까 모르겠어 근데 그게 계산화해서 만들어지는 게 아니니까.",0,0,0,0,1
나도 나빠.,0,0,0,1,0
그 할머니처럼? l/,1,0,0,0,0
아 나 이거 처음 봤는데  약간 되게 아버지와의 기억?,0,0,0,0,1
김 씨도 나오지 않았어?,0,0,0,0,1
묘지 어 묘지 거기 위에다가 진 거야.,0,0,0,0,1
 그래서 아버지는 되게 생선 엄청 좋아하시고  어머니랑 가 어머니가 자주 고기 생선 구워서 주시거든.,1,0,0,0,0
  그래가지고 막 사람들이 죽는데 유럽 같은 경우는 사람들 시신 놀 때가 없으니까  에다가 시신 놓고.,0,1,0,0,0
으응 맞아 가족은 서로 의지하고 도와주고 해야 되는데 그냥 그 아랫사람이듯이 엄마는 뭐 밥을 차려야 되고 무조건.,0,0,0,0,1
그냥 막 몸으로 말해요 막 그다음  1박 2일이랑 비슷한 거 같아.,0,0,0,0,1
나도 많이 맞고 살았다.,0,1,0,0,0
뭐 머리가 마음에 안 든다거나 뭐 그런 나 자신이 마음에 안 들지 않을 때?,0,0,0,0,1
어어어 어 그러면 10월달에 돈을 줘야 되는데 그거 어떻게 때울라고 예림이는?,0,0,0,0,1
"그러잖아, 2년씩 정도면 같잖아.",0,0,0,0,1
자고 오라고 내보내주잖아.,0,0,0,1,0
좀 면전에 대고 저도 왜요 이게 뭐가 문제지? l/,1,0,0,0,0
 그냥 너무 그냥 흑백으로 바꾸면 다 그렇게 하면 약간 추억처럼 보이지 않을까 싶은 거 같은데 그건 좀 미스지 않았나. ,0,0,0,0,1
 어 왜냐면 우리 집은 엄마가 밥 안 엄마가  거의 밥을 안 하거든?,0,0,0,0,1
재수학원.,0,0,0,0,1
 신 어 그니까 요즘은 신랑도 이제 뭐 일 바쁘니까는  솔직히 별로 신랑이랑 대화할 시간은 없어.,0,0,0,0,1
 어 이런 이런 말을 하는 것조차도 꼰대 아닐까. l/,1,0,0,0,0
그니까 부모가 강아지만의 그걸 알려주긴 하지만 하지만 강아지든 고양이든 사람도 애기였을 때 위협을 하면 무서운 걸 알잖아요.,0,0,0,0,1
그런 사람들은 좀 대화를 하기 싫어지지.,0,0,0,0,1
  그래놓고 막상 자기 옷 살 때는 나한테 다 물어보거든?,0,0,0,0,1
"그 뭐 삼겹살집에서 만나자고 하냐고 하고, 삼겹살 옆에 부추만 먹고 그러던데? l/",1,0,0,0,0
"어, 귀를 막고 얘기를 하더라고.",0,0,0,0,1
근데 내가 더 더 잘해줄려고 하면은 내 잘해줌이잖아.,0,1,0,0,0
"응, 그게 뭐라 해야 되지?",0,0,0,0,1
근데 근데 진짜 그때는 그 사회 구조에 갇혀있으니까 아 진짜 작년에도 엄청  엄하고 힘든 시기가 있었나 보다 이렇게 생각을 했거든?,0,0,0,0,1
"그 아파트가  예전에 그 공동묘지였어, 짓기 전에.",0,0,0,0,1
너무 좋아서 정신없어서 아무 .,1,0,0,0,0
사건 사고가 없구만.,0,0,0,0,1
 근데 우리 엄마도 갈 거라고 생각을 해서 그니까 뭐  제사는 안 지내도 가야겠다 어어.,0,0,0,0,1
" 그 데려온 친구랑 사겼는데 그거를 나중에 그 애가 그걸 알고 나서 개학을 하, 개학을 하자마자 그 여자애가 전주를 살았거든?",0,0,0,0,1
 음 내가 나이가 몇 갠데.,1,0,0,0,0
자기 능력 되면은 갈 수 있지 않을까?,0,0,0,0,1
지네들은 사우나 가잖아.,0,0,0,1,0
" 그니까 한 마 할 할머니가 돌아가셨어, 아빠가 네 살 때.",0,0,0,0,1
 이렇게 눈 옆에랑 막 이렇게랑 막 이렇게 약간.,0,1,0,0,0
" 글쎄 일단은 나는 그 말이 살짝 좀 이해가 안 됐어, 약간.",0,0,0,0,1
"그니까 그때 그거 후회하는 여 아 후회만은 아니겠지, 아니겠지 막 근데  확실히 부모님 곁에 있고 자주 만나고 하면은 서로 이렇게  뭐 괜찮지 않을까 이런 생각이 들어.",0,0,0,0,1
" 약간 그 우리 집은 뭐든지 국물을 좀 많게 해가지고 하는 느낌이고 자기네 집은 약간 국물 보다 약간 졸여 가지고 이렇게 하는 느낌이고, 그런 맛이 다르지.",0,0,0,0,1
꼰대라는 건 이제 저는 제 생각은 이제  일단 저보다 나이가 많고 아까 말씀하셨듯이 막 경험도 많고 이제 그런 이 이제 형이나 누나 입장에서 어른들도 마찬가지겠지만  어 확실히 자기가 경험이 많으니까 이제 제가 하는 행동이 좀 어려 보이거나 그럴 수 있잖아요.,0,0,0,0,1
세 번이면 뭐 평타는 치지 않을까?,0,0,0,0,1
l/ 특히 부었을 때 자고 일어났을 때 응 그런 거 같애.,1,0,0,0,0
" 주영이, 채영이 보면 그렇게 되게 아빠만 나왔다 하면 예민해지는?",0,0,0,0,1
"약간 유재석 프로가 되게 좀 그런 걸 많이 느끼게 해주는 거 같애, 막.",0,0,0,0,1
아 나는 엄마 엄마 코 고는 것도.,0,0,0,0,1
한 번 그러고도 한 번 세게 한 번 온 적 있어.,0,0,0,0,1
그리고 나 이갈이 있거든 이 이 그 어 그 금 금 다가가지고 지금 어 어 지금 이 한 한 여덟 개? 치료하고 이제 마지막 하나 남았거든.,1,0,0,0,0
음 거기 일주 했구나.,0,0,0,0,1
이게 뭐라고. l/ ,1,0,0,0,0
 어 그러면 어쨌든 나중에 기업에서는 손해인데.,0,0,0,0,1
대단하다 진짜. l/,1,0,0,0,0
"근데 한 중학교 땐가 아마 그랬을 거야, 근데 약간 그때 사춘기 때가 너무 심해가지고 약간 스트레스도 많이 받고 막 그러니까 약간 그런 경험도 하게 되더라고.",0,0,0,0,1
네 좀 많더라고요.,0,1,0,0,0
너도 나한테 위로 많이 해줘. l/,1,0,0,0,0
 일단  제일 심했던 애는 코를 되게 고는데 아 그니까 코를 좀 되게 애매하게 골기도 하는데 거기다가 이빨까지 이제 l/ 엄청나게 가는 거지.,1,0,0,0,0
그러다 갑자기 시리 하나가 딱 켜지더니 앞자리부터 뒤까지 전부 다 네 주인님을 다 같이 이구동성을 하는 거야.,0,0,0,0,1
 혹시라도 좀 그러면 좀 그렇게 이해해달라 그러는 거야나는 나한테 피해만 안 오면 되니까 그랬지 근데 갑자기 뭔가 난 벽을 보고서 보고 있었어 핸드폰이랑.,0,0,0,0,1
l/ 잠꼬대 하면서.,0,0,0,0,1
그래서 뭐 저도 예전에는 코 안곤 다 하는데 요즘 들어보면은 코 곤다고는 하더라고요.,0,0,0,0,1
그러면은 그걸로 인간들 민간인들을 공격하면은 어 되게 큰일나겠지.,0,0,0,0,1
"l/ 엠씨몽이랑 이제 그 강호동 씨 강호동 씨랑 이제 눈싸움하는 장면이 너무 재밌게 봐가지고 아직까지 막 기억이 아른아른하네요, 예.",1,0,0,0,0
"1학년 때, l/ PC방 가자고 처음 너 온 PC방 갔을 때야, 그때.",1,0,0,0,0
"아 진짜로, 진짜 심하다니까.",1,0,0,0,0
그 뭐였지?,0,0,0,0,1
 그래도 괜찮다 이런 말에 되게 위로를 많이 받는 거 같애요.,0,0,0,0,1
"어, 찍고 있다고 l/ 신기했다고.",1,0,0,0,0
"근데 어느 순간 눈뜨니까는 이게 애기 아빠 옆에 아니 애기 아 어 애기 아빠 옆에 있는 거야, 이제 채율이도 옆에 있고 애기 아빠가 눈뜨자마자 아 너랑 진짜 잠 못 자겄다 이래 대뜸.",1,0,0,0,0
 가끔 혼자 킥킥대고 숨넘어갈려고 하잖아.,0,0,0,0,1
 로준이는 한 번씩 인제 일어나면 그냥 바로 엄마 쉬 쉬 이러고 꼭 그냥 또 누었다가 다시 또 화장실 갔다가 정수기 쪽으로 갔다가 이게 갈팡질팡하는 거죠.,0,0,0,0,1
근데 그렇다고 해서 막 사람 아까 저기 얘기하잖아요.,0,0,0,0,1
"너무  요즘 그 페, 페미?",0,0,0,0,1
